# Manual word translations:

estaba	war
dió	angegeben
dió	dgl
arrastran	sie ziehen
arrastran	die ziehen
arrastran	sie schleppen
déjame	lass mich
déjame	lassen sie mich
déjame	lass mich gehen
déjame	lass mich los
forcejeó	er hat gekämpft
forcejeó	er kämpfte
forcejeó	sie hat gekämpft
quiso	er wollte es
quiso	er wollte
quiso	sie wollte es
quiso	ich wollte
morderle	biss ihn
morderle	beißen
morderle	ihn beißen
dijo	sagte:
dijo	er sagte:
dijo	sagte
dijo	sie sagte:
aplastó	zerkleinert
aplastó	gemahlen
aplastó	gequetscht
aplastó	zerquetscht
desgarró	er tore
desgarró	es ist tore
desgarró	er hat zerrissen
desgarró	er zerriss
continuando	Fortsetzung
continuando	Fortsetzen
continuando	Fortführung
pasó	es ist passiert
pasó	passiert
vió	säge
vió	sägeblatt
vió	sägen
vió	sägewerk
corría	ich lief
corría	ich habe gerannt
corría	ich bin gerannt
saltando	springen
valgo	valgo
valgo	vingo
entro	ich bin dabei
entro	komm rein
entro	herein
entro	kommen sie rein
aprovecha	nutzen sie die vorteile
aprovecha	nutzen sie den vorteil
aprovecha	vorteile nutzen
aprovecha	nutzen sie das
conoces	weißt du
conoces	du weißt schon
conoces	weißt du..
ven	komm
ven	komm schon
ven	komm her
ven	kommen sie
conmigo	mit mir
penetraron	sie durchdrungen
penetraron	sie sind eingedrungen
penetraron	sie sind durchdrungen
saltó	er hat gesprungen
saltó	er sprang
saltó	er springte
saltó	er ist gesprungen
subió	er ist auf
subió	es ist vorbei
subió	er ist wach
subió	es ging hoch
burlescos	brocken
burlescos	broker
burlescos	hühnchen
burlescos	glossar
ése	das
ése	das hier
ése	der hier
ése	diese
suponen	und
suponen	mittel
suponen	die
suponen	mittelwert
ó	oder
ó	und
ó	o
come	essen
come	fleisch
come	iss
come	ziegen
cerró	geschlossen
desafió	herausforderung
desafió	herausgefordert
desafió	herausforderungen
ladró	er hat geklaut
ladró	er hat geknackt
ladró	er hat geraubt
ladró	er bellte
hables	reden sie
hables	rede
hables	sprechen sie
hables	sprich
duermo	ich schlafe
ofendes	angriffe
ofendes	offenheit
ofendes	offensive
lucharé	ich werde kämpfen
lucharé	ich kämpfe
será	es wird sein
será	es wird
será	sie wird
será	es wird geschehen
buen	gut
sean	ja
sean	werden
sean	sein
refunfuñó	geschmolzen
refunfuñó	aufgeschmolzen
refunfuñó	schmelzen
refunfuñó	geschmolzenes
llegó	er ist hier
llegó	er ist da
llegó	es ist hier
llegó	hier
picacho	picacho
picacho	pichacho
picacho	glimmer
tomó	genommen
tomó	mit
tomó	nehmen
tomó	nahm an
calla	Halt die Klappe
calla	Sei still
calla	Klappe
miro	sieh mal
miro	schau
miro	sehen sie
miro	ich sehe
vuela	fliegen
vuela	fly
vuela	fliege
misteriosa	geheimnisvoll
misteriosa	mysteriös
misteriosa	geheimnisvolle
sube	steig ein
sube	steh auf
sube	aufstehen
sube	herein
conozco	ich weiß
conozco	- ich weiß
hablaban	sie haben geredet
hablaban	sie redeten
hablaban	sie sprachen
serpientes	schlangen
imitaban	imitiert
imitaban	sie/sie haben nachgebildet
imitaban	sie haben nachgeahmt
imitaban	sie/sie haben geimpft
defendía	verteidigung
respetaba	respektiert
respetaba	geachtet
respetaba	beachtet
respetaba	ich respektiere
mostró	mit
mostró	zeigte
mostró	zeigte sich
debería	sollte
debería	ich sollte
debería	sollten
pretendía	ich habe versucht
pretendía	ich wollte
pretendía	i beabsichtigt
pretendía	ich meinte
vaciló	Leer
vaciló	Leere
vaciló	Leerziffer
existe	existiert
existe	existiert nicht
existe	vorhanden
vas	los
vas	geh
vas	gehen sie
burlo	hühnchen
burlo	mocking
burlo	verspottung
burlo	hohn
todas	alle
todas	alles
apagaron	sie sind weg
apagaron	sie sind raus
apagaron	sie sind draußen
apagaron	sie sind aus
gastaron	sie verbrachten
gastaron	sie haben verbracht
gastaron	sie haben ausgegeben
decidió	entscheidung
decidió	beschlossen
caminando	wandern
caminando	spaziergänge
caminando	gehen
está	es ist
está	ist
está	das ist es
va	los
va	geh
va	gehen sie
dijiste	du sagtest:
dijiste	sie sagten:
dijiste	du hast gesagt
dijiste	du hast gesagt:
parecía	es schien
parecía	es sah aus wie
parecía	es sah aus
merece	verdient
merece	es verdient
merece	verdient es
sorna	soran
sorna	sor
sorna	natrium
sorna	sopran
avanzó	fortgeschritten
avanzó	bewegt
avanzó	weiter
avanzó	weitergezogen
huía	er ist weggelaufen
huía	ich bin weggelaufen
huía	er lief weg
disparaba	ich habe geschossen
disparaba	ich würde schießen
disparaba	er hat geschossen
evoluciones	entwicklung
evoluciones	entwicklungen
atrajo	angezogen
atrajo	gezogen
faltó	es war verschwunden
faltó	es wurde vermisst
faltó	es ist verschwunden
faltó	es fehlt
cayó	er ist gefallen
cayó	es ist gefallen
cayó	er fiel
cayó	es fiel
sintió	er fühlte sich
sintió	es fühlte sich an
sintió	sie fühlte sich
sintió	er fühlte
fuertes	stark
fuertes	stark ausgeprägt
sujetaban	bestand
sujetaban	betrieb
sujetaban	sie hielten
sujetaban	sie haben festgehalten
murmuró	er hat verspottet
murmuró	er murmelt
murmuró	er murmelte
murmuró	er verspottet
debí	das hätte ich tun sollen
debí	ich hätte es tun sollen
debí	ich hätte
dispuso	und
dispuso	hatte
dispuso	hatten
dispuso	hattest
majestuosa	majestätisch
majestuosa	mahagoni
asomaron	sie kamen
asomaron	sie sind gekommen
asomaron	sie waren
miró	sieh mal
miró	schau
miró	sehen sie
miró	er sah aus
podía	ich könnte
podía	das könnte ich
podía	ich könnte..
aplastarle	brechen sie ihn
aplastarle	zerquetschen
aplastarle	um ihn zu zerquetschen
aplastarle	schlag ihn
pegues	bienen
pegues	deckel
pegues	beeren
pegues	pendas
hieras	und
hieras	färsen
hieras	mieten
hieras	hierarchie
hiéreme	Smell me
hiéreme	Hasst mich
hiéreme	Hasse mich
hiéreme	Hass mich
culpables	schuldig
culpables	schuldner
culpables	schuldverschreibung
oyeron	sie haben es gehört
oyeron	sie haben gehört
oyeron	sie hörten
oyeron	sie hörten es
respetó	respektiert
respetó	geachtet
respetó	beachtet
volviéndose	werden
volviéndose	wenden
volviéndose	drehen
presentó	und
presentó	eingereicht
presentó	vorgelegt
presentó	präsentiert
atendió	besucht
atendió	er besuchte
disparó	schuss
disparó	geschossen
disparó	schüsse
inclinó	verbogen
inclinó	er beugte sich
inclinó	geschliffen
pensando	denken
pensando	denken sie daran
pensando	denken und denken
hermosa	Schön
hermosa	Wunderschön
hermosa	Wunderbar
arrancaré	ich fange an
arrancaré	ich beginne
asegure	sicherheit
asegure	gewährleistung
asegure	sicher
deslizó	es ist gerutscht
deslizó	er ist gerutscht
deslizó	er hat gerutscht
deslizó	sie ist gerutscht
mirando	zusehen
mirando	zuschauen
mirando	beobachten
mirando	zu sehen
estás	das bist du
estás	du bist hier
estás	sie sind hier
estás	du bist dabei
voy	ich komme
voy	ich gehe
comerme	iss mich
comerme	iss mir
montó	er ritt
montó	er fuhr
imitando	imitieren
imitando	nachahmung
imitando	imitation
cuadrumano	quartier
cuadrumano	quarantäne
cuadrumano	quarto
salieron	sie kamen raus
salieron	sie sind raus
salieron	sie sind draußen
salieron	sie kamen heraus
corriendo	laufen
corriendo	lauf
remontó	er kam zurück
remontó	er ging zurück
remontó	er ist zurückgegangen
mató	er hat getötet
mató	getötet
alcanzará	wird erreicht haben
alcanzará	wird erreichen
alcanzará	werden erreicht haben
alcanzará	wird erreicht
almenón	Mandeln
almenón	Mandel
almenón	AlMenon
mantenía	wartung
mantenía	gehalten
mantenía	wartungsarbeiten
mantenía	instandhaltung
compasiva	mitgefühl
compasiva	mitfühlend
contó	gezählt
contó	sagte
contó	sagte:
nazarenos	nazarener
nazarenos	nazaren
nazarenos	nazarenus
amaban	sie liebten
amaban	sie liebten es
quedan	es gibt
quedan	sie sind übrig
quedan	sie sind weg
pierden	verlieren
pierden	verlust
pierden	verloren
concibió	konzipiert
concibió	gedanken
concibió	er konzipierte
concibió	er hat
queda	das ist es
queda	es ist weg
queda	es ist übrig
queda	es ist links
pasaron	Sie sind gestorben
pasaron	Sie starben
creciendo	wächst
creciendo	wachstum
creciendo	wachsen
creciendo	wächst weiter
envidió	er beneidete
envidió	er beneidet
confines	konflikte
confines	konfis
confines	konserven
confines	konfinen
rodeaba	ich war hier
rodeaba	ich war da
rodeaba	ich war dabei
rodeaba	ich war umgeben
lóbregas	loks
lóbregas	lobregas
lóbregas	labregas
lóbregas	lok
gemían	grob
gemían	hafer
gemían	hain
gemían	moaning
sucedió	Es ist passiert
sucedió	Es war passiert
sucedió	Es geschah
jardines	gärten
jardines	garten
jardines	gartenanlagen
oyó	er hat gehört
oyó	er hörte
oyó	ich habe gehört
ii	I
ii	Ich
encontró	gefunden
encontró	gefunden haben
arrodillándose	kniebeugung
arrodillándose	kniebeugen
arrodillándose	knie
gime	grob
gime	hafer
gime	hain
gime	moan
quítales	Entfernen Sie sie
quítales	Nimm sie ab
quítales	Entfernen
quítales	Nehmen Sie sie ab
déjalos	lass sie
déjalos	lasst sie
déjalos	lassen sie sie
respondió	antwort
bendijo	gesegnet
bendijo	er segnete
bendijo	segnet
llevo	ich bin dabei
llevo	ich bin drin
llevo	ich nehme
llevo	ich trage
amaba	ich liebe
amaba	ich liebte
cogido	gefangen
cogido	genommen
cogido	entnommen
lloraba	ich habe geweint
lloraba	ich weinte
dudando	zweifel
dudando	verdoppelung
dudando	zweifel an
dudando	verdoppeln
hacía	ja
hacía	ich habe
hacía	das habe ich
hacía	ich war
tiró	er warf
tiró	er hat gezogen
creía	ich dachte
creía	ich dachte:
derramó	verschüttet
derramó	gewürfelt
derramó	geräuchert
mandaba	ich war
mandaba	früher
mandaba	ich habe
iv	Iv
iv	IV
ocultó	er versteckte sich
ocultó	er hat sich versteckt
pálida	Pale
pálida	Pali
pálida	Palis
amenazadora	bedrohung
amenazadora	drohend
amenazadora	bedrohungen
amenazadora	gefahr
quedaba	es war
quedaba	es war übrig
quedaba	es war noch übrig
quedaba	es war weg
aparta	Verschwinde
aparta	Geh weg
aparta	Beweg dich
coloraba	farbe
coloraba	es war bunt
coloraba	es war farbenfroh
coloraba	es war gefärbt
falsa	falsch
falsa	fake
arrojada	geworfen
arrojada	werft
arrojada	weggeworfen
arrojada	wirft
aboga	befürworter
aboga	verfechter
aboga	fürsprecher
aboga	für
borbotones	bindemittel
borbotones	binder
borbotones	glühlampen
borbotones	schnallen
iba	ich wollte gehen
iba	ich wollte
iba	ich war dabei
iba	ich wollte hin
sarta	soja
sarta	santa
sarta	sauberkeit
sarta	sauer
entregarles	lieferung
entregarles	lieferungen
entregarles	sie zu liefern
entregarles	liefern
brillaba	es schien
brillaba	es war glänzend
brillaba	es leuchtete
brillaba	es glitzerte
demandándole	anspruchsvolle
demandándole	anspruchsvoller
demandándole	anspruchsvolle anforderungen
demandándole	anspruchsvoller und anspruchsvoller
moría	er starb
moría	er ist gestorben
moría	ich bin gestorben
moría	sie starb
arrasados	branntwein
arrasados	arroyed
arrasados	braten
arrasados	arroyd
viendo	zusehen
viendo	beobachten
viendo	zuschauen
viendo	zu sehen
estrechó	verengung
estrechó	verjüngung
estrechó	verengungen
acertaba	ich hatte recht
perdonó	es tut mir leid
perdonó	tut mir leid
perdonó	forgave
llamó	er hat angerufen
llamó	er rief an
llamó	sie hat angerufen
guárdate	Rette dich
guárdate	Rette dich selbst
guárdate	Spar dich
guárdate	Sparen Sie sich
sido	in
sido	werden
sido	sein
sido	b)
mía	mine
mía	meine
mía	minen
daré	ich werde
daré	ich würde
daré	ich gebe
compadecerlos	um sie zu beleidigen
compadecerlos	sie zu beleidigen
compadecerlos	zu schaden
salve	hagel
salve	hail
salve	hafer
salve	speichern
habrá	es wird
habrá	es wird sein
exclamaba	ich habe geweint
exclamaba	er rief aus
exclamaba	ich schrie aus
exterminado	Befristet
exterminado	Ausgenommen
exterminado	Befristete
exterminado	Bestimmen
próxima	nächste
próxima	nächster
próxima	der nächste
extermine	exterminat
extermine	exterminiert
extermine	bestimmen
continuaba	weiter
continuaba	fortsetzung
continuaba	fortgesetzt
continuaba	weiter fort
iii	Iii
iii	Ii
colorando	färbung
colorando	färben
cantaban	Sie sangen
cantaban	Sie haben gesungen
muere	er stirbt
muere	stirbt
abrían	geöffnet
abrían	offen
abrían	öffnen
escribió	geschrieben
escribió	schrieb
escribió	schrieb:
escribió	geschrieben:
llevaba	es war
llevaba	ich habe getragen
llevaba	er trug
pueda	können
pueda	kann
asomó	er ist weg
asomó	es ist weg
asomó	er ist verschwunden
salvarla	rette sie
salvarla	um sie zu retten
salvarla	rettet sie
salvarla	sie zu retten
parecieron	sie sahen aus
parecieron	sie schienen
parecieron	sie sahen aus wie
sonaban	sie klangen
sonaban	sie klingen
bajó	er ist unten
bajó	runter
bajó	es ist unten
pregones	vorgene
pregones	pregos
pregones	vorgone
pregones	pregone
olorosas	geruch
olorosas	geruchse
olorosas	salorose
olorosas	gerüche
anunciando	werbung
anunciando	ankündigung
enramadas	und
enramadas	gewinde
enramadas	verdickt
enramadas	dicken
ofrecía	angeboten
ofrecía	angebot
ofrecía	angeboten werden
cuentan	Sie zählen
cuentan	Anzahl
cuentan	Sie zählt
devolviera	zurück
devolviera	rückkehr
hermosísima	sehr schön
hermosísima	wunderschön
anhelaba	jahr
anhelaba	sehnsucht
anhelaba	ich sehnte mich
anhelaba	jahrgang
encantó	er liebte es
encantó	sie liebte es
encantó	er hat es geliebt
encantó	sie hat es geliebt
venido	komm
venido	komm schon
venido	ich bin gekommen
volaba	ich flog
volaba	ich habe geflogen
volaba	es flog
ofreciéndole	angebot
ofreciéndole	angebote
ofreciéndole	angeboten
ofreciéndole	angebotsangebot
alcanzarla	erreichen
alcanzarla	reichweite
alcanzarla	um es zu erreichen
alcanzarla	um sie zu erreichen
inspiraba	inspiriert
inspiraba	ich habe inspiriert
inspiraba	inspiriert von
inspiraba	ich habe mich inspiriert
tropezaron	sie stolperten
tropezaron	stumbled
tropezaron	sie stolpern
tropezaron	stolpert
resplandecía	es schien
resplandecía	es war glänzend
resplandecía	es glitzerte
resplandecía	es leuchtete
penetró	eingetragen
penetró	eingegeben
darle	geben
darle	gib her
dejando	zurück
dejando	und
dejando	leasing
dejando	gehen
asegurando	gewährleistung
asegurando	und
asegurando	sicherstellung
asegurando	sicherheit
tristísimos	sehr traurig
tristísimos	so traurig
enviaba	gesendet
enviaba	ich habe geschickt
enviaba	ich habe ausgesendet
enviaba	ich schicke
recordó	er erinnerte sich
recordó	erinnert
recordó	er erinnerte sich an
tocó	er spielte
tocó	er hat gespielt
lloraban	sie haben geweint
lloraban	sie weinten
cesó	eingestellt
cesó	gestoppt
cesó	beendet
fortalecieron	verstärkt
fortalecieron	gestärkt
asomar	stand
asomar	blick
asomar	show
pálidas	Pale (pl)
pálidas	Pali (pl)
pálidas	Palis (pl)
iluminaron	beleuchtet
iluminaron	sie beleuchteten
iluminaron	sie beleuchten
iluminaron	sie beleuchtet
enferma	krank
enferma	krankheit
tomando	die
tomando	mit
tomando	genommen
tomad	Hier
tomad	Da
tomad	Bitte
siguiendo	folgen
siguiendo	anhang
exclamó	ausgerufen
exclamó	er rief aus
exclamó	er schrie aus
exclamó	geweint
volvió	zurück
volvió	kam zurück
volvió	er kam zurück
llorando	weinen
llorando	schreien
llorando	weinend
eran	würde
eran	sie/sie
eran	sie waren
eran	würdet
repuso	antwort
repuso	antwortete:
repuso	empfangen
repuso	antwortete
recataba	ich war neugierig
recataba	ich rekrutiert
recataba	i rektifiziert
recataba	i rekrutiert
designando	bezeichnung
designando	designation
designando	gestaltung
designando	bemessung
tropezó	er stolperte
tropezó	stumbled
tropezó	stolpert
tropezó	stolperte
haciendo	ihr
haciendo	machen
haciendo	herstellung
haciendo	mach schon
puso	
puso	mit einem gehalt an
puso	putzmittel
puso	ich lege
extendió	erweiterte
extendió	verlängerung
extendió	erweitert
extendió	verbreitung
colorada	gefärbt
colorada	farbe
purificadas	gereinigt
purificadas	gereinigtes
purificadas	gereinigte
mecía	mecia
mecía	melodie
han	han
han	hand
oir	hörer
oir	hören
oir	hör zu
pisaba	ich war zu fuß
pisaba	ich ging
pisaba	ich war auf dem weg
pisaba	ich war unterwegs
fuentes	quellen
fuentes	quelle
acompañada	mit
acompañada	begleitung
acompañada	begleitet von
vi	Ich habe gesehen
vi	Ich sah
caminaban	sie gingen
caminaban	sie sind gegangen
caminaban	sie liefen
detuvieron	stopp
detuvieron	hör auf
detuvieron	gestoppt
detuvieron	halt
derramándolas	sie verschütten
derramándolas	sie vernichten
derramándolas	sie zu verschütten
derramándolas	sie verschüttet
contado	anzahl
contado	zahl
contado	gezählt
nazarena	nazarener
nazarena	nazarena
nazarena	nazaren
sentían	sie fühlten sich
sentían	sie/sie fühlten
sentían	sie fühlten
doblaron	verdoppelt
doblaron	doppelt
fijaron	fest
fijaron	fest eingebaut
fijaron	feste
fijaron	haben fixiert
resonaron	sie haben gesungen
resonaron	sie resonierten
resonaron	sie sanierten
resonaron	sie resonierten sich
dulcísimos	süßigkeiten
dulcísimos	süß
dulcísimos	süße
hicieron	das haben sie
hicieron	das taten sie
hicieron	ja
hicieron	sie haben
medicó	medikamente
medicó	mediziert
medicó	medicated
medicó	melodie
elevaba	ich war auf
elevaba	ich war wach
elevaba	ich war oben
elevaba	erhöht
atónita	atonit
atónita	atomit
atónita	atonita
atónita	aztonit
deslumbrada	dazzled
deslumbrada	dazzlen
jairo	Jairo
jairo	Nairo
padecía	ich habe gelitten
padecía	sie hat gelitten
padecía	er litt
padeciste	du hast gelitten
padeciste	sie haben gelitten
dejase	lass los
dejase	stopp
dejase	hör auf
recibirá	wird empfangen
recibirá	ihr werdet empfangen
recibirá	werden empfangen
recibirá	du wirst empfangen
poseerá	wird besitzen
poseerá	werde besitzen
poseerá	er wird besitzen
llaman	ruf an
llaman	sie nennen
llaman	anruf
llaman	sie rufen an
briviesca	Briviesca
briviesca	Brivieca
briviesca	Briviesque
briviesca	Briviesc
vivió	lebt
vivió	lebte
vivió	gelebt
solitaria	einsam
solitaria	einsamen
solitaria	allein
habían	hatte
habían	von
habían	hatten
habían	hattest
quedaban	sie waren
quedaban	es gab
quedaban	gab es
cantaba	ich habe gesungen
cantaba	ich hab gesungen
resonaban	sie klangen
resonaban	sie haben gesungen
resonaban	sie resonierten
resonaban	sie klingen
mirado	sieh mal
mirado	schau
mirado	sehen sie
mirado	sah aus
llegaron	sie sind hier
llegaron	sie sind da
llegaron	sie kamen
llegaron	die sind hier
detuvo	stopp
detuvo	hör auf
detuvo	gestoppt
detuvo	halt
buscaron	sie sahen aus
buscaron	sie sahen
buscaron	die sahen aus
veían	siehst du
veían	sie sahen
veían	sie haben gesehen
veían	sie/sie haben gesehen
míseras	rhythmen
míseras	rhym
míseras	reim
crecía	ich bin aufgewachsen
crecía	ich wuchs auf
crecía	ich bin erwachsen geworden
mísera	misera
mísera	miser
mísera	mysera
arrojadas	geworfen (pl)
